ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,Conversion_Rate
951021,19-08-2017,19-08-2017,936,123597,30-34,F,7,13,9,457,0,0,1,1,0,0,0
951033,19-08-2017,19-08-2017,936,123599,30-34,F,10,13,13,5517,1,1.230000019,1,0,0.018125793,1.230000019,100
951035,19-08-2017,19-08-2017,936,123599,30-34,F,10,15,12,1539,0,0,1,1,0,0,0
951043,19-08-2017,19-08-2017,936,123601,30-34,F,16,22,17,3189,0,0,1,0,0,0,0
951045,19-08-2017,19-08-2017,936,123601,30-34,F,16,20,21,3348,0,0,1,0,0,0,0
951046,19-08-2017,19-08-2017,936,123601,30-34,F,16,18,17,20050,4,4.659999847,4,1,0.019950125,1.164999962,100
951102,19-08-2017,19-08-2017,936,123611,45-49,M,16,18,19,2254,0,0,1,0,0,0,0
951105,19-08-2017,19-08-2017,936,123611,45-49,M,16,20,21,5894,1,1.539999962,1,1,0.016966407,1.539999962,100
951133,18-08-2017,18-08-2017,936,123616,35-39,M,16,21,19,9948,2,2.720000029,2,0,0.020104544,1.360000015,100
951202,18-08-2017,18-08-2017,936,123627,45-49,F,26,29,28,5307,3,4.289999962,2,1,0.056529112,1.429999987,66.66666667
951225,18-08-2017,18-08-2017,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1,0.043280675,1.625,50
951270,18-08-2017,18-08-2017,936,123639,35-39,F,18,21,19,784,0,0,1,1,0,0,0
951282,18-08-2017,18-08-2017,936,123641,35-39,F,16,22,17,5775,1,1.580000043,1,1,0.017316017,1.580000043,100
951285,19-08-2017,19-08-2017,936,123641,35-39,F,16,20,20,9297,2,2.619999886,2,1,0.021512316,1.309999943,100
951294,19-08-2017,19-08-2017,936,123643,35-39,F,15,16,17,699,0,0,1,0,0,0,0
951305,19-08-2017,19-08-2017,936,123644,35-39,F,10,12,13,1104,0,0,1,0,0,0,0
951334,18-08-2017,18-08-2017,936,123649,30-34,F,64,70,69,3717,1,1.539999962,1,0,0.026903417,1.539999962,100
951391,19-08-2017,19-08-2017,936,123659,30-34,F,28,29,33,2879,1,1.590000033,2,2,0.034734283,1.590000033,200
951392,20-08-2017,20-08-2017,936,123659,30-34,F,28,31,32,2749,1,1.389999986,1,0,0.036376864,1.389999986,100
951400,21-08-2017,21-08-2017,936,123660,45-49,F,10,12,15,24028,9,12.39000034,2,0,0.037456301,1.376666704,22.22222222
951402,21-08-2017,21-08-2017,936,123661,30-34,F,29,32,31,1118,0,0,1,1,0,0,0
951413,21-08-2017,21-08-2017,936,123662,30-34,F,26,29,27,1083,0,0,2,1,0,0,0
951420,21-08-2017,21-08-2017,936,123664,30-34,F,27,33,32,843,0,0,1,0,0,0,0
951444,21-08-2017,21-08-2017,936,123668,30-34,F,25,28,26,2983,1,0.970000029,1,0,0.033523299,0.970000029,100
951448,22-08-2017,22-08-2017,936,123668,30-34,F,25,30,28,696,0,0,1,0,0,0,0
951462,21-08-2017,21-08-2017,936,123671,45-49,F,16,20,19,7589,2,3.150000095,1,1,0.026353933,1.575000048,50
951464,21-08-2017,21-08-2017,936,123671,45-49,F,16,17,21,20997,10,11.94999981,1,0,0.047625851,1.194999981,10
951465,21-08-2017,21-08-2017,936,123671,45-49,F,16,18,17,4617,1,1.360000014,1,0,0.021659086,1.360000014,100
951498,21-08-2017,21-08-2017,936,123677,45-49,F,20,22,21,259,0,0,1,0,0,0,0
951508,21-08-2017,21-08-2017,936,123678,30-34,F,18,21,22,1134,0,0,1,0,0,0,0
951542,20-08-2017,20-08-2017,936,123684,40-44,F,27,32,28,357,0,0,1,0,0,0,0
951607,20-08-2017,20-08-2017,936,123695,40-44,F,10,15,15,848,0,0,1,1,0,0,0
951608,20-08-2017,20-08-2017,936,123695,40-44,F,10,15,13,3149,1,1.480000019,1,0,0.031756113,1.480000019,100
951641,20-08-2017,20-08-2017,936,123700,40-44,F,2,4,7,87,0,0,1,1,0,0,0
951677,20-08-2017,20-08-2017,936,123706,35-39,F,27,28,31,2563,1,1.480000019,1,0,0.039016777,1.480000019,100
951692,21-08-2017,21-08-2017,936,123709,35-39,F,10,15,14,1107,0,0,1,0,0,0,0
951715,20-08-2017,20-08-2017,936,123713,45-49,F,64,65,65,10677,5,7.269999981,1,0,0.046829634,1.453999996,20
951756,20-08-2017,20-08-2017,936,123720,35-39,F,22,25,26,2189,1,0.409999996,1,0,0.04568296,0.409999996,100
951779,20-08-2017,20-08-2017,936,123723,45-49,F,27,32,29,3277,2,2.680000067,1,0,0.061031431,1.340000034,50
951782,24-08-2017,24-08-2017,936,123724,45-49,F,26,30,29,781,0,0,1,0,0,0,0
951810,24-08-2017,24-08-2017,936,123729,35-39,F,16,17,22,2226,0,0,1,0,0,0,0
951812,29-08-2017,29-08-2017,936,123729,35-39,F,16,18,18,16274,4,6.079999924,2,0,0.024579083,1.519999981,50
951837,29-08-2017,29-08-2017,936,123733,45-49,F,20,23,23,2077,1,1.50999999,1,1,0.048146365,1.50999999,100
951853,29-08-2017,29-08-2017,936,123736,30-34,F,20,23,25,529,0,0,0,0,0,0,
951854,25-08-2017,25-08-2017,936,123736,30-34,F,20,26,25,487,0,0,1,0,0,0,0
951856,25-08-2017,25-08-2017,936,123736,30-34,F,20,23,21,4626,2,2.099999905,2,0,0.043233895,1.049999953,100
951941,25-08-2017,25-08-2017,936,123750,30-34,F,28,33,34,2764,1,1.559999943,1,1,0.03617945,1.559999943,100
952001,25-08-2017,25-08-2017,936,123760,45-49,F,10,12,13,5447,2,2.960000038,1,0,0.036717459,1.480000019,50
952031,25-08-2017,25-08-2017,936,123765,40-44,F,16,17,17,28169,8,12.36999989,1,1,0.028400014,1.546249986,12.5
952080,29-08-2017,29-08-2017,936,123774,40-44,F,27,30,30,415,0,0,1,0,0,0,0
952100,29-08-2017,29-08-2017,936,123777,35-39,F,29,31,30,810,0,0,1,1,0,0,0
1121091,28-08-2017,28-08-2017,1178,144531,30-34,M,10,11,15,1194718,141,254.049996,28,14,0.011801948,1.801773021,19.85815603
1121092,28-08-2017,28-08-2017,1178,144531,30-34,M,10,12,11,637648,67,122.4,13,5,0.010507365,1.826865672,19.40298507
1121094,28-08-2017,28-08-2017,1178,144531,30-34,M,10,16,15,24362,0,0,1,1,0,0,0
1121095,28-08-2017,28-08-2017,1178,144531,30-34,M,10,16,12,459690,50,86.33000112,5,2,0.010876895,1.726600022,10
1121096,28-08-2017,28-08-2017,1178,144531,30-34,M,10,11,16,750060,86,161.9099991,11,2,0.011465749,1.882674408,12.79069767
1121097,29-08-2017,29-08-2017,1178,144532,30-34,M,15,18,18,30068,1,1.820000052,1,0,0.003325795,1.820000052,100
1121098,29-08-2017,29-08-2017,1178,144532,30-34,M,15,18,21,1267550,123,236.7699986,24,10,0.009703759,1.924959338,19.51219512
1121100,29-08-2017,29-08-2017,1178,144532,30-34,M,15,20,17,3052003,340,639.9499981,60,17,0.011140225,1.882205877,17.64705882
1121101,28-08-2017,28-08-2017,1178,144532,30-34,M,15,17,21,29945,1,1.590000033,2,1,0.003339456,1.590000033,200
1121102,25-08-2017,25-08-2017,1178,144532,30-34,M,15,18,20,357856,30,52.97000015,7,3,0.00838326,1.765666672,23.33333333
1121104,25-08-2017,25-08-2017,1178,144533,30-34,M,16,20,20,2080666,202,360.1500015,40,21,0.00970843,1.7829208,19.8019802
1121105,26-08-2017,26-08-2017,1178,144533,30-34,M,16,22,19,145999,9,16.5200001,5,2,0.006164426,1.835555567,55.55555556
1121107,26-08-2017,26-08-2017,1178,144533,30-34,M,16,17,19,32616,1,1.539999962,2,0,0.00306598,1.539999962,200
1121108,26-08-2017,26-08-2017,1178,144533,30-34,M,16,20,18,984521,95,163.8999972,26,14,0.009649362,1.725263128,27.36842105
1121110,26-08-2017,26-08-2017,1178,144534,30-34,M,18,20,22,880814,123,210.3600006,6,2,0.013964356,1.710243907,4.87804878
1121111,26-08-2017,26-08-2017,1178,144534,30-34,M,18,19,21,182452,20,35.73000026,4,1,0.010961787,1.786500013,20
1121113,27-08-2017,27-08-2017,1178,144534,30-34,M,18,24,24,894911,120,215.8399994,7,4,0.013409155,1.798666662,5.833333333
1121114,27-08-2017,27-08-2017,1178,144534,30-34,M,18,23,23,31349,2,3.800000072,1,0,0.006379789,1.900000036,50
1121115,26-08-2017,26-08-2017,1178,144535,30-34,M,19,21,21,410310,55,96.80000055,3,0,0.013404499,1.76000001,5.454545455
1121116,26-08-2017,26-08-2017,1178,144535,30-34,M,19,20,24,572450,89,157.329998,7,4,0.015547209,1.767752787,7.865168539
1121117,26-08-2017,26-08-2017,1178,144535,30-34,M,19,24,25,98759,15,26.56999946,1,1,0.015188489,1.771333297,6.666666667
1121119,25-08-2017,25-08-2017,1178,144535,30-34,M,19,21,22,345371,54,93.08999991,7,3,0.01563536,1.723888887,12.96296296
1121121,25-08-2017,25-08-2017,1178,144536,30-34,M,20,22,25,323899,46,78.9200002,5,1,0.014201958,1.715652178,10.86956522
1121122,25-08-2017,25-08-2017,1178,144536,30-34,M,20,21,25,399199,58,103.1500002,3,0,0.014529095,1.778448279,5.172413793
1121123,25-08-2017,25-08-2017,1178,144536,30-34,M,20,24,22,171202,22,36.53000021,3,1,0.012850317,1.660454555,13.63636364
1121124,26-08-2017,26-08-2017,1178,144536,30-34,M,20,26,24,128386,15,28.85000002,2,1,0.011683517,1.923333335,13.33333333
1121125,26-08-2017,26-08-2017,1178,144536,30-34,M,20,26,24,1034284,152,257.7099986,20,9,0.014696157,1.695460517,13.15789474
1121126,26-08-2017,26-08-2017,1178,144536,30-34,M,20,21,24,45923,5,7.220000148,2,0,0.01088779,1.44400003,40
1121127,26-08-2017,26-08-2017,1178,144537,30-34,M,21,23,22,40873,4,7.899999976,2,1,0.009786412,1.974999994,50
1121128,26-08-2017,26-08-2017,1178,144537,30-34,M,21,26,22,286553,34,62.06000042,2,1,0.01186517,1.82529413,5.882352941
1121129,28-08-2017,28-08-2017,1178,144537,30-34,M,21,25,25,20618,1,2.099999905,2,1,0.004850131,2.099999905,200
1121131,28-08-2017,28-08-2017,1178,144537,30-34,M,21,27,25,83591,7,14.14000046,2,2,0.008374107,2.020000066,28.57142857
1121132,21-08-2017,21-08-2017,1178,144537,30-34,M,21,23,27,114923,12,23.73000026,4,2,0.010441774,1.977500022,33.33333333
1121133,21-08-2017,21-08-2017,1178,144538,30-34,M,22,25,23,25002,1,1.710000038,1,0,0.00399968,1.710000038,100
1121134,21-08-2017,21-08-2017,1178,144538,30-34,M,22,27,28,68905,5,9.440000057,1,0,0.007256367,1.888000011,20
1121136,21-08-2017,21-08-2017,1178,144538,30-34,M,22,26,26,169588,16,27.79999924,1,0,0.00943463,1.737499953,6.25
1121138,21-08-2017,21-08-2017,1178,144538,30-34,M,22,26,24,328991,35,67.65000057,5,2,0.010638589,1.932857159,14.28571429
1121141,21-08-2017,21-08-2017,1178,144539,30-34,M,23,29,27,23198,2,2.980000019,1,0,0.008621433,1.49000001,50
1121142,21-08-2017,21-08-2017,1178,144539,30-34,M,23,24,27,26890,2,3.24000001,1,0,0.007437709,1.620000005,50
1121143,21-08-2017,21-08-2017,1178,144539,30-34,M,23,28,27,221695,31,52.26000011,5,2,0.013983175,1.685806455,16.12903226
1121152,20-08-2017,20-08-2017,1178,144541,30-34,M,24,29,28,88443,7,13.0400002,1,1,0.007914702,1.862857171,14.28571429
1121153,20-08-2017,20-08-2017,1178,144541,30-34,M,24,27,30,187856,23,38.38999975,5,1,0.01224342,1.669130424,21.73913043
1121164,19-08-2017,19-08-2017,1178,144545,30-34,M,25,31,30,570699,80,138.7699997,9,2,0.014017897,1.734624996,11.25
1121167,19-08-2017,19-08-2017,1178,144545,30-34,M,25,29,31,1063508,145,260.3800013,23,7,0.013634124,1.795724147,15.86206897
1121168,19-08-2017,19-08-2017,1178,144545,30-34,M,25,27,28,50523,6,8.549999952,1,0,0.011875779,1.424999992,16.66666667
1121172,20-08-2017,20-08-2017,1178,144547,30-34,M,26,30,28,87935,9,15.63000023,1,0,0.010234833,1.736666692,11.11111111
1121173,20-08-2017,20-08-2017,1178,144547,30-34,M,26,31,32,278225,33,60.19999957,3,0,0.011860904,1.824242411,9.090909091
1121175,20-08-2017,20-08-2017,1178,144547,30-34,M,26,28,29,209461,20,34.19000006,1,0,0.009548317,1.709500003,5
1121177,20-08-2017,20-08-2017,1178,144547,30-34,M,26,28,29,26316,2,3.24000001,3,0,0.007599939,1.620000005,150
1121181,20-08-2017,20-08-2017,1178,144549,30-34,M,27,32,29,41030,3,5.140000105,2,1,0.007311723,1.713333368,66.66666667
1121182,20-08-2017,20-08-2017,1178,144549,30-34,M,27,28,33,876671,120,216.5599982,22,4,0.013688145,1.804666652,18.33333333
1121183,21-08-2017,21-08-2017,1178,144549,30-34,M,27,32,29,399392,53,93.07000041,5,0,0.013270171,1.756037744,9.433962264
1121184,22-08-2017,22-08-2017,1178,144549,30-34,M,27,31,29,283858,30,56.05999923,1,0,0.010568665,1.868666641,3.333333333
1121185,23-08-2017,23-08-2017,1178,144549,30-34,M,27,28,29,260699,31,54.09999871,5,2,0.011891108,1.745161249,16.12903226
1121193,23-08-2017,23-08-2017,1178,144552,30-34,M,28,34,29,57781,5,7.800000072,2,1,0.008653364,1.560000014,40
1121195,23-08-2017,23-08-2017,1178,144552,30-34,M,28,34,33,38757,3,5.220000029,1,0,0.007740537,1.74000001,33.33333333
1121196,23-08-2017,23-08-2017,1178,144552,30-34,M,28,29,29,1392288,206,358.5500029,31,7,0.014795789,1.740533995,15.04854369
1121197,23-08-2017,23-08-2017,1178,144552,30-34,M,28,30,32,1109387,159,280.9899995,13,2,0.014332239,1.767232701,8.176100629
1121202,28-08-2017,28-08-2017,1178,144554,30-34,M,29,32,34,581281,65,115.1200008,10,5,0.011182199,1.771076935,15.38461538
1121203,23-08-2017,23-08-2017,1178,144554,30-34,M,29,35,33,1048861,128,219.770002,22,8,0.012203714,1.716953141,17.1875
1121205,23-08-2017,23-08-2017,1178,144554,30-34,M,29,32,30,297452,30,52.01999986,4,1,0.010085661,1.733999995,13.33333333
1121206,23-08-2017,23-08-2017,1178,144554,30-34,M,29,34,31,227925,22,35.30999994,22,12,0.009652298,1.604999997,100
1121207,23-08-2017,23-08-2017,1178,144554,30-34,M,29,34,31,374175,38,63.32000101,8,3,0.010155676,1.666315816,21.05263158
1121211,23-08-2017,23-08-2017,1178,144556,30-34,M,30,32,31,223586,32,54.24000037,1,0,0.014312166,1.695000012,3.125
1121213,22-08-2017,22-08-2017,1178,144556,30-34,M,30,31,35,283170,39,65.22999996,2,1,0.013772645,1.672564102,5.128205128
1121215,22-08-2017,22-08-2017,1178,144556,30-34,M,30,31,34,41636,3,4.210000038,1,0,0.007205303,1.403333346,33.33333333
1121216,22-08-2017,22-08-2017,1178,144556,30-34,M,30,32,34,198658,30,48.60999978,8,1,0.01510133,1.620333326,26.66666667
1121220,22-08-2017,22-08-2017,1178,144558,30-34,M,31,37,35,100596,10,13.91999972,4,2,0.009940753,1.391999972,40
1121223,22-08-2017,22-08-2017,1178,144558,30-34,M,31,37,35,64020,5,11.0599997,1,0,0.007810059,2.21199994,20
1121224,23-08-2017,23-08-2017,1178,144558,30-34,M,31,32,33,14289,0,0,1,0,0,0,0
1121229,22-08-2017,22-08-2017,1178,144561,30-34,M,32,36,37,404866,43,87.42000079,4,0,0.010620798,2.033023274,9.302325581
1121231,22-08-2017,22-08-2017,1178,144561,30-34,M,32,36,35,22256,1,1.659999967,1,1,0.00449317,1.659999967,100
1121233,22-08-2017,22-08-2017,1178,144561,30-34,M,32,34,36,57690,4,6.74000001,1,0,0.006933611,1.685000003,25
1121241,27-08-2017,27-08-2017,1178,144562,30-34,M,36,40,37,24952,5,8.220000267,3,2,0.020038474,1.644000053,60
1121242,27-08-2017,27-08-2017,1178,144562,30-34,M,36,37,39,38900,3,5.580000043,1,0,0.007712082,1.860000014,33.33333333
1121243,22-08-2017,22-08-2017,1178,144562,30-34,M,36,42,42,53520,6,9.2299999,1,1,0.011210762,1.538333317,16.66666667
1121244,22-08-2017,22-08-2017,1178,144562,30-34,M,36,41,41,181683,20,34.22999972,2,1,0.011008185,1.711499986,10
1121245,22-08-2017,22-08-2017,1178,144562,30-34,M,36,37,40,29185,2,3.149999976,1,0,0.006852835,1.574999988,50
1121246,22-08-2017,22-08-2017,1178,144562,30-34,M,36,41,38,105047,13,20.2099994,3,1,0.012375413,1.554615338,23.07692308
1121250,22-08-2017,22-08-2017,1178,144565,30-34,M,63,67,64,287976,31,59.43999982,3,2,0.010764786,1.917419349,9.677419355
1121251,23-08-2017,23-08-2017,1178,144565,30-34,M,63,65,69,212175,22,38.58999968,2,1,0.010368799,1.754090895,9.090909091
1121252,23-08-2017,23-08-2017,1178,144565,30-34,M,63,69,67,11139,0,0,1,1,0,0,0
1121254,22-08-2017,22-08-2017,1178,144565,30-34,M,63,64,65,124005,11,21.84999979,4,1,0.00887061,1.986363617,36.36363636
1121255,22-08-2017,22-08-2017,1178,144565,30-34,M,63,64,67,20423,1,1.960000038,1,0,0.00489644,1.960000038,100
1121261,22-08-2017,22-08-2017,1178,144567,30-34,M,64,67,65,103001,14,22.32000005,1,0,0.013592101,1.594285718,7.142857143
1121262,30-08-2017,30-08-2017,1178,144567,30-34,M,64,66,67,447420,66,110.2399991,7,2,0.01475124,1.670303017,10.60606061
1121263,30-08-2017,30-08-2017,1178,144567,30-34,M,64,66,69,156101,19,29.75000048,2,2,0.012171607,1.565789499,10.52631579
1121264,30-08-2017,30-08-2017,1178,144567,30-34,M,64,70,67,93015,12,18.47000015,1,0,0.012901145,1.539166679,8.333333333
1121265,22-08-2017,22-08-2017,1178,144568,30-34,M,65,70,68,145398,23,36.24000025,1,0,0.015818649,1.575652185,4.347826087
1121269,22-08-2017,22-08-2017,1178,144568,30-34,M,65,67,67,296413,50,76.43999958,3,1,0.016868356,1.528799992,6
1121273,22-08-2017,22-08-2017,1178,144569,30-34,M,2,4,4,9370,0,0,1,1,0,0,0
1121274,22-08-2017,22-08-2017,1178,144569,30-34,M,2,4,7,63785,7,11.80000019,6,2,0.010974367,1.685714313,85.71428571
1121275,22-08-2017,22-08-2017,1178,144569,30-34,M,2,8,3,118522,14,26.81999981,2,1,0.011812153,1.915714272,14.28571429
1121276,22-08-2017,22-08-2017,1178,144569,30-34,M,2,5,5,240123,38,65.67000115,5,4,0.015825223,1.728157925,13.15789474
1121277,23-08-2017,23-08-2017,1178,144570,30-34,M,7,9,13,169108,20,32.24000025,2,1,0.011826762,1.612000013,10
1121278,23-08-2017,23-08-2017,1178,144570,30-34,M,7,13,10,1044442,142,245.5999999,22,8,0.013595777,1.729577464,15.49295775
1121279,24-08-2017,24-08-2017,1178,144570,30-34,M,7,10,13,93891,11,17.6400001,5,3,0.011715713,1.603636373,45.45454545
1121282,24-08-2017,24-08-2017,1178,144570,30-34,M,7,11,10,185823,25,38.54999936,4,1,0.013453663,1.541999974,16
1121284,24-08-2017,24-08-2017,1178,144571,30-34,M,66,68,70,175631,23,40.75999951,1,0,0.013095638,1.772173892,4.347826087
1121285,24-08-2017,24-08-2017,1178,144571,30-34,M,66,68,70,37187,4,6.370000005,1,0,0.010756447,1.592500001,25
1121286,24-08-2017,24-08-2017,1178,144571,30-34,M,66,67,69,10991,0,0,1,0,0,0,0
1121287,24-08-2017,24-08-2017,1178,144571,30-34,M,66,69,69,344618,51,89.76000047,3,1,0.014798995,1.760000009,5.882352941
1121289,24-08-2017,24-08-2017,1178,144572,35-39,M,10,14,13,98066,9,16.1500001,1,0,0.009177493,1.794444456,11.11111111
1121290,24-08-2017,24-08-2017,1178,144572,35-39,M,10,13,12,770749,100,189.1299984,13,3,0.012974392,1.891299984,13
1121291,24-08-2017,24-08-2017,1178,144572,35-39,M,10,16,14,52553,5,8.529999852,1,0,0.009514205,1.70599997,20
1121292,23-08-2017,23-08-2017,1178,144572,35-39,M,10,15,16,362296,39,67.77000129,7,3,0.010764679,1.737692341,17.94871795
1121293,23-08-2017,23-08-2017,1178,144572,35-39,M,10,16,13,427729,50,96.8999989,4,1,0.011689645,1.937999978,8
1121296,23-08-2017,23-08-2017,1178,144573,35-39,M,15,17,19,180351,21,37.13000011,1,1,0.011643961,1.768095243,4.761904762
1121297,23-08-2017,23-08-2017,1178,144573,35-39,M,15,16,16,187329,29,53.15999961,2,1,0.015480785,1.833103435,6.896551724
1121300,23-08-2017,23-08-2017,1178,144573,35-39,M,15,16,17,782894,118,192.9299995,5,2,0.015072283,1.634999996,4.237288136
1121302,23-08-2017,23-08-2017,1178,144574,35-39,M,16,17,22,1206533,128,236.1199988,17,6,0.01060891,1.844687491,13.28125
1121303,23-08-2017,23-08-2017,1178,144574,35-39,M,16,19,21,84494,7,12.57000017,2,0,0.008284612,1.79571431,28.57142857
1121304,23-08-2017,23-08-2017,1178,144574,35-39,M,16,17,20,94257,7,12.5800004,1,1,0.007426504,1.797142914,14.28571429
1121309,23-08-2017,23-08-2017,1178,144575,35-39,M,18,24,20,131060,16,28.04999959,2,1,0.012208149,1.753124974,12.5
1121310,23-08-2017,23-08-2017,1178,144575,35-39,M,18,21,19,341603,50,83.48000121,4,2,0.014636874,1.669600024,8
1121311,30-08-2017,30-08-2017,1178,144575,35-39,M,18,20,24,140749,19,30.4799999,1,1,0.013499208,1.604210521,5.263157895
1121312,30-08-2017,30-08-2017,1178,144575,35-39,M,18,19,21,102525,13,20.29999983,2,1,0.012679834,1.561538448,15.38461538
1121316,28-08-2017,28-08-2017,1178,144576,35-39,M,19,23,23,447952,68,131.5799983,8,1,0.015180198,1.934999975,11.76470588
1121317,28-08-2017,28-08-2017,1178,144576,35-39,M,19,25,23,76355,9,14.62999988,2,0,0.011787047,1.625555542,22.22222222
1121319,28-08-2017,28-08-2017,1178,144577,35-39,M,20,26,26,256598,38,64.46999931,6,1,0.014809157,1.696578929,15.78947368
1121321,28-08-2017,28-08-2017,1178,144577,35-39,M,20,21,21,127476,21,30.15000057,3,2,0.016473689,1.435714313,14.28571429
1121322,28-08-2017,28-08-2017,1178,144577,35-39,M,20,22,24,237603,37,62.25000024,5,2,0.015572194,1.682432439,13.51351351
1121327,28-08-2017,28-08-2017,1178,144578,35-39,M,21,22,22,271091,42,78.03999984,3,1,0.015492953,1.858095234,7.142857143
1121330,28-08-2017,28-08-2017,1178,144578,35-39,M,21,23,22,21743,2,3.400000095,1,0,0.009198363,1.700000048,50
1121333,28-08-2017,28-08-2017,1178,144579,35-39,M,22,25,25,88970,10,14.8300004,2,0,0.011239744,1.48300004,20
1121334,28-08-2017,28-08-2017,1178,144579,35-39,M,22,24,26,108362,13,22.42999983,1,1,0.011996825,1.725384602,7.692307692
1121335,28-08-2017,28-08-2017,1178,144579,35-39,M,22,25,23,188596,27,44.14000034,3,0,0.014316316,1.634814827,11.11111111
1121336,27-08-2017,27-08-2017,1178,144579,35-39,M,22,24,24,275080,43,69.65999997,4,3,0.015631816,1.619999999,9.302325581
1121337,27-08-2017,27-08-2017,1178,144580,35-39,M,23,28,28,64647,10,16.26999998,1,0,0.015468622,1.626999998,10
1121338,27-08-2017,27-08-2017,1178,144580,35-39,M,23,27,24,31265,4,5.789999902,1,0,0.012793859,1.447499976,25
1121340,27-08-2017,27-08-2017,1178,144580,35-39,M,23,27,28,140147,24,42.08000016,2,0,0.017124876,1.75333334,8.333333333
1121341,27-08-2017,27-08-2017,1178,144580,35-39,M,23,26,27,223120,40,67.66999984,1,0,0.017927573,1.691749996,2.5
1121342,28-08-2017,28-08-2017,1178,144580,35-39,M,23,29,27,104869,18,34.07000089,1,0,0.017164272,1.892777827,5.555555556
1121344,28-08-2017,28-08-2017,1178,144581,35-39,M,24,27,27,165177,23,41.71999967,4,1,0.013924457,1.813913029,17.39130435
1121345,27-08-2017,27-08-2017,1178,144581,35-39,M,24,29,29,84194,11,19.56999981,1,0,0.013065064,1.779090892,9.090909091
1121347,27-08-2017,27-08-2017,1178,144581,35-39,M,24,25,28,220581,31,57.37,1,1,0.014053794,1.850645161,3.225806452
1121350,29-08-2017,29-08-2017,1178,144582,35-39,M,25,27,31,75804,10,17.36999965,2,1,0.013191916,1.736999965,20
1121352,29-08-2017,29-08-2017,1178,144582,35-39,M,25,30,29,368986,59,100.289999,0,0,0.015989767,1.699830492,0
1121353,30-08-2017,30-08-2017,1178,144582,35-39,M,25,30,27,28194,3,3.709999919,2,0,0.010640562,1.23666664,66.66666667
1121355,29-08-2017,29-08-2017,1178,144583,35-39,M,26,29,27,99961,14,23.2099998,1,0,0.014005462,1.657857129,7.142857143
1121359,29-08-2017,29-08-2017,1178,144583,35-39,M,26,28,27,7573,0,0,1,0,0,0,0
1121361,30-08-2017,30-08-2017,1178,144584,35-39,M,27,28,33,685781,103,177.8899992,10,1,0.015019372,1.727087371,9.708737864
1121364,30-08-2017,30-08-2017,1178,144584,35-39,M,27,30,28,274222,43,66.7700001,2,1,0.015680726,1.5527907,4.651162791
1121365,30-08-2017,30-08-2017,1178,144584,35-39,M,27,33,31,110503,25,32.67999995,4,0,0.02262382,1.307199998,16
1121367,30-08-2017,30-08-2017,1178,144585,35-39,M,28,31,29,1447755,233,420.5799983,11,8,0.016093883,1.80506437,4.721030043
1121368,30-08-2017,30-08-2017,1178,144585,35-39,M,28,33,31,358987,52,87.55000067,1,0,0.014485204,1.683653859,1.923076923
1121369,30-08-2017,30-08-2017,1178,144585,35-39,M,28,33,31,826205,125,232.3700008,5,1,0.015129417,1.858960006,4
1121370,29-08-2017,29-08-2017,1178,144585,35-39,M,28,33,32,550954,84,150.1400012,3,0,0.015246282,1.787380967,3.571428571
1121372,29-08-2017,29-08-2017,1178,144585,35-39,M,28,34,34,378350,55,96.48000073,4,0,0.014536805,1.754181831,7.272727273
1121373,29-08-2017,29-08-2017,1178,144586,35-39,M,29,32,33,492784,56,95.5100013,7,4,0.011364005,1.705535738,12.5
1121374,29-08-2017,29-08-2017,1178,144586,35-39,M,29,34,35,327158,43,72.3100003,6,2,0.013143496,1.681627914,13.95348837
1121375,29-08-2017,29-08-2017,1178,144586,35-39,M,29,31,35,9921,0,0,1,0,0,0,0
1121377,29-08-2017,29-08-2017,1178,144586,35-39,M,29,34,30,59390,5,9.209999919,5,3,0.008418926,1.841999984,100
1121378,29-08-2017,29-08-2017,1178,144586,35-39,M,29,33,33,1040330,147,254.2500038,13,2,0.014130132,1.729591863,8.843537415
1121379,29-08-2017,29-08-2017,1178,144587,35-39,M,30,31,35,49422,6,11.17000031,1,0,0.012140342,1.861666718,16.66666667
1121380,29-08-2017,29-08-2017,1178,144587,35-39,M,30,35,32,131091,18,34.23000026,3,1,0.01373092,1.901666681,16.66666667
1121381,29-08-2017,29-08-2017,1178,144587,35-39,M,30,31,36,95691,15,25.26000011,1,1,0.015675455,1.684000007,6.666666667
1121390,29-08-2017,29-08-2017,1178,144588,35-39,M,31,32,36,15513,1,1.289999962,1,0,0.006446206,1.289999962,100
1121391,20-08-2017,20-08-2017,1178,144589,35-39,M,32,33,33,382537,63,113.9900012,4,3,0.016468995,1.809365098,6.349206349
1121394,20-08-2017,20-08-2017,1178,144589,35-39,M,32,37,33,461356,64,121.0999982,6,3,0.013872151,1.892187472,9.375
1121395,23-08-2017,23-08-2017,1178,144589,35-39,M,32,38,34,392541,53,98.70000017,3,2,0.013501774,1.862264154,5.660377358
1121398,23-08-2017,23-08-2017,1178,144590,35-39,M,36,39,38,35088,5,8.800000072,1,1,0.014249886,1.760000014,20
1121400,23-08-2017,23-08-2017,1178,144590,35-39,M,36,38,41,53933,6,9.929999948,3,1,0.011124914,1.654999991,50
